20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
19	1	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
19	1	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
20	0	0
20	0	0
20	0	0
20	0	0
19	1	0
